,year,gold_medal,silver_medal,bronze_medal,total_medal
4061,2000,0,1,0,1
4062,2000,0,0,1,1
4063,2000,0,0,1,1
4064,2000,0,0,1,1
4065,2000,0,0,1,1
4066,2000,0,0,1,1
4067,2000,0,1,0,1
4068,2000,0,1,0,1
4069,2000,0,0,1,1
4070,2000,1,0,0,1
4071,2000,0,0,1,1
4072,2000,1,0,0,1
4073,2000,1,0,0,1
4074,2000,0,0,1,1
4075,2000,0,0,1,1
4076,2000,0,0,1,1
4077,2000,0,0,1,1
4078,2000,0,0,1,1
4079,2000,0,0,1,1
4080,2000,0,1,0,1
4081,2000,0,0,1,1
4082,2000,0,0,1,1
4083,2000,0,0,1,1
4084,2000,0,1,0,1
4085,2000,1,0,0,1
4086,2000,1,0,0,1
4087,2000,1,0,0,1
4088,2000,0,0,1,1
4089,2000,0,0,1,1
4090,2000,0,0,1,1
4091,2000,1,0,0,1
4092,2000,0,0,1,1
4093,2000,1,0,0,1
4094,2000,1,0,0,1
4095,2000,0,0,1,1
4096,2000,1,0,0,1
4097,2000,0,0,1,1
4098,2010,1,0,0,1
4099,2010,1,0,0,1
4100,2010,0,1,0,1
4101,2010,0,0,1,1
4102,2010,0,1,0,1
4103,2010,1,0,0,1
4104,2010,1,0,0,1
4105,2010,1,0,0,1
4106,2010,1,0,0,1
4107,2010,1,0,0,1
4108,2010,0,1,0,1
4109,2010,0,1,0,1
4110,2010,0,1,0,1
4111,2010,0,1,0,1
4112,2010,0,1,0,1
4113,2010,1,0,0,1
4114,2010,0,1,0,1
4115,2010,1,0,0,1
4116,2010,0,1,0,1
4117,2010,0,1,0,1
4118,2010,0,1,0,1
4119,2010,0,0,1,1
4120,2010,1,0,0,1
4121,2010,0,1,0,1
4122,2010,0,0,1,1
4123,2010,1,0,0,1
4124,2010,1,0,0,1
4125,2010,0,0,1,1
4126,2010,0,0,1,1
4127,2010,0,0,1,1
4128,2010,1,0,0,1
4129,2010,0,0,1,1
4130,2010,1,0,0,1
4131,2010,0,1,0,1
4132,2010,0,1,0,1
4133,2010,1,0,0,1
4134,2010,0,0,1,1
4135,2010,0,1,0,1
4136,2010,0,0,1,1
4137,2010,0,0,1,1
4138,2010,1,0,0,1
4139,2010,1,0,0,1
4140,2010,0,1,0,1
4141,2010,0,1,0,1
4142,2010,1,0,0,1
4143,2010,0,0,1,1
4144,2010,0,1,0,1
4145,2010,0,0,1,1
4146,2010,0,0,1,1
4147,2010,0,0,1,1
4148,2010,0,0,1,1
4149,2010,1,0,0,1
4150,2010,0,1,0,1
4151,2010,0,1,0,1
4152,2010,0,1,0,1
4153,2010,0,1,0,1
4154,2010,0,0,1,1
4155,2010,0,0,1,1
4156,2010,0,0,1,1
4157,2010,1,0,0,1
4158,2010,0,0,1,1
4159,2010,1,0,0,1
4160,2010,0,1,0,1
4161,2010,1,0,0,1
4162,2010,0,1,0,1
4163,2010,0,1,0,1
4164,2010,0,0,1,1
4165,2010,0,0,1,1
4166,2010,1,0,0,1
4167,2010,0,1,0,1
4168,2010,1,0,0,1
4169,2010,1,0,0,1
4170,2010,1,0,0,1
4171,2010,0,0,1,1
4172,2010,0,1,0,1
4173,2010,1,0,0,1
4174,2010,0,1,0,1
4175,2010,0,1,0,1
4176,2010,0,0,1,1
4177,2010,0,0,1,1
4178,2010,1,0,0,1
4179,2010,1,0,0,1
4180,2010,0,0,1,1
4181,2010,0,0,1,1
4182,2010,1,0,0,1
4183,2010,1,0,0,1
4184,2010,0,1,0,1
4185,2010,0,0,1,1
4186,2010,0,0,1,1
4187,2010,0,0,1,1
4188,2010,1,0,0,1
4189,2010,0,1,0,1
4190,2010,0,0,1,1
4191,2010,0,0,1,1
4192,2010,0,1,0,1
4193,2010,0,0,1,1
4194,2010,0,0,1,1
4195,2010,0,1,0,1
4196,2010,0,1,0,1
4197,2010,1,0,0,1
4198,2010,0,0,1,1
4199,2010,0,0,1,1
4200,2010,1,0,0,1
4201,2010,1,0,0,1
4202,2010,1,0,0,1
4203,2010,0,1,0,1
4204,2010,0,1,0,1
4205,2010,0,1,0,1
4206,2010,1,0,0,1
4207,2010,0,1,0,1
4208,2010,0,1,0,1
4209,2010,1,0,0,1
4210,2010,0,0,1,1
4211,2010,0,0,1,1
4212,2010,1,0,0,1
4213,2010,0,0,1,1
4214,2010,0,0,1,1
4215,2010,1,0,0,1
4216,2010,0,0,1,1
4217,2010,0,1,0,1
4218,2010,0,0,1,1
4219,2010,1,0,0,1
4220,2010,1,0,0,1
4221,2010,0,1,0,1
4222,2010,0,1,0,1
4223,2010,1,0,0,1
4224,2010,0,1,0,1
4225,2006,1,0,0,1
4226,2006,1,0,0,1
4227,2006,0,1,0,1
4228,2006,0,1,0,1
4229,2006,1,0,0,1
4230,2006,0,1,0,1
4231,2006,1,0,0,1
4232,2006,1,0,0,1
4233,2006,0,1,0,1
4234,2006,1,0,0,1
4235,2006,0,0,1,1
4236,2006,0,0,1,1
4237,2006,0,0,1,1
4238,2006,1,0,0,1
4239,2006,0,0,1,1
4240,2006,0,0,1,1
4241,2006,0,0,1,1
4242,2006,0,0,1,1
4243,2006,0,1,0,1
4244,2006,0,1,0,1
4245,2006,0,0,1,1
4246,2006,0,1,0,1
4247,2006,0,0,1,1
4248,2006,0,0,1,1
4249,2006,1,0,0,1
4250,2006,1,0,0,1
4251,2006,1,0,0,1
4252,2006,0,0,1,1
4253,2006,0,0,1,1
4254,2006,0,1,0,1
4255,2006,1,0,0,1
4256,2006,0,0,1,1
4257,2006,1,0,0,1
4258,2006,1,0,0,1
4259,2006,0,0,1,1
4260,2006,0,0,1,1
4261,2006,0,1,0,1
4262,2006,0,0,1,1
4263,2006,1,0,0,1
4264,2006,0,1,0,1
4265,2006,0,0,1,1
4266,2006,0,0,1,1
4267,2006,0,1,0,1
4268,2006,0,1,0,1
4269,2006,0,1,0,1
4270,2006,1,0,0,1
4271,2006,1,0,0,1
4272,2006,0,0,1,1
4273,2006,0,0,1,1
4274,2006,0,1,0,1
4275,2006,0,0,1,1
4276,2006,1,0,0,1
4277,2006,0,0,1,1
4278,2006,0,0,1,1
4279,2006,0,0,1,1
4280,2006,1,0,0,1
4281,2006,0,1,0,1
4282,2006,0,1,0,1
4283,2006,0,0,1,1
4284,2006,1,0,0,1
4285,2006,0,0,1,1
4286,2006,0,0,1,1
4287,2006,0,1,0,1
4288,2006,0,1,0,1
4289,2006,1,0,0,1
4290,2006,0,0,1,1
4291,2006,0,1,0,1
4292,2006,1,0,0,1
4293,2006,0,1,0,1
4294,2006,0,1,0,1
4295,2006,1,0,0,1
4296,2006,0,1,0,1
4297,2006,1,0,0,1
4298,2006,0,1,0,1
4299,2006,1,0,0,1
4300,2006,0,0,1,1
4301,2006,0,1,0,1
4302,2006,1,0,0,1
4303,2006,0,1,0,1
4304,2006,0,1,0,1
4305,2006,0,1,0,1
4306,2006,0,1,0,1
4307,2006,0,1,0,1
4308,2006,0,1,0,1
4309,2006,0,1,0,1
4310,2006,0,1,0,1
4311,2006,1,0,0,1
4312,2006,0,0,1,1
4313,2006,1,0,0,1
4314,2006,1,0,0,1
4315,2006,0,0,1,1
4316,2006,0,1,0,1
4317,2006,1,0,0,1
4318,2006,1,0,0,1
4319,2006,0,0,1,1
4320,2006,0,0,1,1
4321,2006,0,1,0,1
4322,2006,0,0,1,1
4323,2006,0,0,1,1
4324,2006,0,1,0,1
4325,2006,0,1,0,1
4326,2006,0,1,0,1
4327,2006,1,0,0,1
4328,2006,0,0,1,1
4329,2006,1,0,0,1
4330,2006,1,0,0,1
4331,2006,0,1,0,1
4332,2006,0,1,0,1
4333,2006,1,0,0,1
4334,2006,0,0,1,1
4335,2006,1,0,0,1
4336,2006,0,0,1,1
4337,2006,0,0,1,1
4338,2006,1,0,0,1
4339,2006,1,0,0,1
4340,2006,1,0,0,1
4341,2006,1,0,0,1
4342,2006,0,1,0,1
4343,2006,0,1,0,1
4344,2006,1,0,0,1
4345,2006,1,0,0,1
4346,2006,0,1,0,1
4347,2006,0,0,1,1
4348,2006,0,0,1,1
4349,2006,0,0,1,1
4350,2006,1,0,0,1
4351,2006,0,0,1,1
4352,2006,1,0,0,1
4353,2006,0,1,0,1
4354,2006,1,0,0,1
4355,2006,0,0,1,1
4356,2002,0,0,1,1
4357,2002,0,0,1,1
4358,2002,0,0,1,1
4359,2002,0,1,0,1
4360,2002,0,0,1,1
4361,2002,0,0,1,1
4362,2002,1,0,0,1
4363,2002,0,1,0,1
4364,2002,0,1,0,1
4365,2002,0,1,0,1
4366,2002,1,0,0,1
4367,2002,0,0,1,1
4368,2002,0,0,1,1
4369,2002,1,0,0,1
4370,2002,1,0,0,1
4371,2002,1,0,0,1
4372,2002,1,0,0,1
4373,2002,1,0,0,1
4374,2002,0,0,1,1
4375,2002,0,0,1,1
4376,2002,0,1,0,1
4377,2002,1,0,0,1
4378,2002,1,0,0,1
4379,2002,0,1,0,1
4380,2002,0,1,0,1
4381,2002,0,1,0,1
4382,2002,0,0,1,1
4383,2002,0,1,0,1
4384,2002,0,1,0,1
4385,2002,0,1,0,1
4386,2002,0,1,0,1
4387,2002,0,1,0,1
4388,2002,1,0,0,1
4389,2002,0,0,1,1
4390,2002,0,0,1,1
4391,2002,1,0,0,1
4392,2002,1,0,0,1
4393,2002,0,0,1,1
4394,2002,1,0,0,1
4395,2002,0,0,1,1
4396,2002,1,0,0,1
4397,2002,0,1,0,1
4398,2002,0,1,0,1
4399,2002,1,0,0,1
4400,2002,1,0,0,1
4401,2002,0,0,1,1
4402,2002,0,1,0,1
4403,2002,0,1,0,1
4404,2002,1,0,0,1
4405,2002,0,0,1,1
4406,2002,1,0,0,1
4407,2002,1,0,0,1
4408,2002,1,0,0,1
4409,2002,0,0,1,1
4410,2002,1,0,0,1
4411,2002,0,1,0,1
4412,2002,0,0,1,1
4413,2002,0,1,0,1
4414,2002,0,1,0,1
4415,2002,0,0,1,1
4416,2002,0,0,1,1
4417,2002,0,0,1,1
4418,2002,0,0,1,1
4419,2002,0,0,1,1
4420,2002,0,0,1,1
4421,2002,0,1,0,1
4422,2002,0,1,0,1
4423,2002,1,0,0,1
4424,2002,0,0,1,1
4425,2002,1,0,0,1
4426,2002,0,0,1,1
4427,2002,0,1,0,1
4428,2002,1,0,0,1
4429,2002,0,0,1,1
4430,2002,0,0,1,1
4431,2002,0,0,1,1
4432,2002,0,1,0,1
4433,2002,0,1,0,1
4434,2002,0,0,1,1
4435,2002,0,1,0,1
4436,2002,0,1,0,1
4437,2002,0,1,0,1
4438,2002,1,0,0,1
4439,2002,1,0,0,1
4440,2002,0,0,1,1
4441,2002,1,0,0,1
4442,2002,1,0,0,1
4443,2002,1,0,0,1
4444,2002,0,0,1,1
4445,2002,1,0,0,1
4446,2002,0,1,0,1
4447,2002,1,0,0,1
4448,2002,1,0,0,1
4449,2002,0,1,0,1
4450,2002,0,1,0,1
4451,2002,0,1,0,1
4452,2002,0,1,0,1
4453,2002,0,0,1,1
4454,2002,0,1,0,1
4455,2002,0,0,1,1
4456,2002,1,0,0,1
4457,2002,0,0,1,1
4458,2002,0,0,1,1
4459,2002,0,1,0,1
4460,2002,1,0,0,1
4461,2002,1,0,0,1
4462,2002,0,0,1,1
4463,2002,1,0,0,1
4464,2002,1,0,0,1
4465,2002,1,0,0,1
4466,2002,1,0,0,1
4467,2002,1,0,0,1
4468,2002,0,1,0,1
4469,2002,0,1,0,1
4470,2002,0,1,0,1
4471,2002,0,0,1,1
4472,2002,0,0,1,1
4473,2002,0,1,0,1
4474,2002,0,1,0,1
4475,2002,0,1,0,1
4476,2002,1,0,0,1
4477,2002,0,0,1,1
4478,2002,0,1,0,1
4479,2002,0,1,0,1
4480,2002,1,0,0,1
4481,2002,0,0,1,1
4482,2012,1,0,0,1
4483,2012,0,1,0,1
4484,2012,0,1,0,1
4485,2012,0,1,0,1
4486,2012,0,1,0,1
4487,2012,0,0,1,1
4488,2012,0,1,0,1
4489,2012,0,0,1,1
4490,2012,0,0,1,1
4491,2012,0,0,1,1
4492,2012,0,0,1,1
4493,2012,0,1,0,1
4494,2012,0,0,1,1
4495,2012,0,0,1,1
4496,2012,0,1,0,1
4497,2012,0,0,1,1
4498,2012,1,0,0,1
4499,2012,1,0,0,1
4500,2012,0,1,0,1
4501,2012,0,1,0,1
4502,2012,0,1,0,1
4503,2012,0,0,1,1
4504,2012,0,0,1,1
4505,2012,1,0,0,1
4506,2012,1,0,0,1
4507,2012,0,0,1,1
4508,2012,0,1,0,1
4509,2012,0,0,1,1
4510,2012,1,0,0,1
4511,2012,1,0,0,1
4512,2012,1,0,0,1
4513,2012,0,0,1,1
4514,2012,0,0,1,1
4515,2012,0,1,0,1
4516,2012,1,0,0,1
4517,2012,1,0,0,1
4518,2012,0,1,0,1
4519,2012,1,0,0,1
4520,2012,0,1,0,1
4521,2012,0,1,0,1
4522,2012,1,0,0,1
4523,2012,0,0,1,1
4524,2012,0,1,0,1
4525,2012,0,0,1,1
4526,2012,1,0,0,1
4527,2012,1,0,0,1
4528,2012,0,1,0,1
4529,2012,0,1,0,1
4530,2012,0,0,1,1
4531,2012,0,0,1,1
4532,2012,0,1,0,1
4533,2012,1,0,0,1
4534,2012,0,1,0,1
4535,2012,0,0,1,1
4536,2012,0,0,1,1
4537,2012,0,0,1,1
4538,2012,1,0,0,1
4539,2012,1,0,0,1
4540,2012,1,0,0,1
4541,2012,0,1,0,1
4542,2012,0,0,1,1
4543,2012,0,1,0,1
4544,2012,0,0,1,1
4545,2012,0,1,0,1
4546,2012,0,1,0,1
4547,2012,1,0,0,1
4548,2012,0,1,0,1
4549,2012,0,1,0,1
4550,2012,0,1,0,1
4551,2012,0,0,1,1
4552,2012,1,0,0,1
4553,2012,0,0,1,1
4554,2012,0,0,1,1
4555,2012,0,0,1,1
4556,2012,0,0,1,1
4557,2012,0,0,1,1
4558,2012,1,0,0,1
4559,2012,0,1,0,1
4560,2012,0,1,0,1
4561,2012,1,0,0,1
4562,2012,1,0,0,1
4563,2012,1,0,0,1
4564,2012,0,1,0,1
4565,2012,0,1,0,1
4566,2012,0,0,1,1
4567,2012,0,0,1,1
4568,2012,1,0,0,1
4569,2012,1,0,0,1
4570,2012,1,0,0,1
4571,2012,0,1,0,1
4572,2012,1,0,0,1
4573,2012,1,0,0,1
4574,2012,0,0,1,1
4575,2012,1,0,0,1
4576,2012,1,0,0,1
4577,2012,1,0,0,1
4578,2008,0,0,1,1
4579,2008,1,0,0,1
4580,2008,0,0,1,1
4581,2008,0,1,0,1
4582,2008,0,1,0,1
4583,2008,0,1,0,1
4584,2008,0,1,0,1
4585,2008,0,0,1,1
4586,2008,0,0,1,1
4587,2008,1,0,0,1
4588,2008,1,0,0,1
4589,2008,0,0,1,1
4590,2008,0,0,1,1
4591,2008,0,0,1,1
4592,2008,0,1,0,1
4593,2008,0,1,0,1
4594,2008,0,1,0,1
4595,2008,0,1,0,1
4596,2008,1,0,0,1
4597,2008,1,0,0,1
4598,2008,0,0,1,1
4599,2008,1,0,0,1
4600,2008,0,0,1,1
4601,2008,0,0,1,1
4602,2008,0,1,0,1
4603,2008,0,1,0,1
4604,2008,0,1,0,1
4605,2008,0,1,0,1
4606,2008,0,1,0,1
4607,2008,0,1,0,1
4608,2008,1,0,0,1
4609,2008,0,1,0,1
4610,2008,0,0,1,1
4611,2008,0,1,0,1
4612,2008,0,0,1,1
4613,2008,1,0,0,1
4614,2008,0,0,1,1
4615,2008,0,0,1,1
4616,2008,0,0,1,1
4617,2008,0,0,1,1
4618,2008,1,0,0,1
4619,2008,0,0,1,1
4620,2008,1,0,0,1
4621,2008,0,1,0,1
4622,2008,0,0,1,1
4623,2008,0,0,1,1
4624,2008,1,0,0,1
4625,2008,0,0,1,1
4626,2008,1,0,0,1
4627,2008,0,0,1,1
4628,2008,0,1,0,1
4629,2008,0,1,0,1
4630,2008,0,0,1,1
4631,2008,0,1,0,1
4632,2008,0,0,1,1
4633,2008,0,0,1,1
4634,2008,1,0,0,1
4635,2008,1,0,0,1
4636,2008,1,0,0,1
4637,2008,1,0,0,1
4638,2008,1,0,0,1
4639,2008,1,0,0,1
4640,2008,0,0,1,1
4641,2008,0,1,0,1
4642,2008,0,1,0,1
4643,2008,1,0,0,1
4644,2008,1,0,0,1
4645,2008,0,0,1,1
4646,2008,0,1,0,1
4647,2008,0,1,0,1
4648,2008,0,0,1,1
4649,2008,0,0,1,1
4650,2008,0,1,0,1
4651,2008,1,0,0,1
4652,2008,0,0,1,1
4653,2008,1,0,0,1
4654,2008,0,0,1,1
4655,2008,0,1,0,1
4656,2008,0,1,0,1
4657,2008,0,0,1,1
4658,2008,0,1,0,1
4659,2008,0,1,0,1
4660,2008,1,0,0,1
4661,2008,1,0,0,1
4662,2008,0,0,1,1
4663,2008,1,0,0,1
4664,2008,1,0,0,1
4665,2008,0,0,1,1
4666,2008,1,0,0,1
4667,2008,1,0,0,1
4668,2008,1,0,0,1
4669,2008,1,0,0,1
4670,2008,1,0,0,1
4671,2008,1,0,0,1
4672,2008,1,0,0,1
4673,2008,0,1,0,1
4674,2008,0,1,0,1
4675,2008,0,1,0,1
4676,2004,0,0,1,1
4677,2004,0,0,1,1
4678,2004,0,0,1,1
4679,2004,0,0,1,1
4680,2004,0,0,1,1
4681,2004,1,0,0,1
4682,2004,0,0,1,1
4683,2004,0,0,1,1
4684,2004,0,1,0,1
4685,2004,0,1,0,1
4686,2004,1,0,0,1
4687,2004,1,0,0,1
4688,2004,0,1,0,1
4689,2004,0,1,0,1
4690,2004,0,0,1,1
4691,2004,1,0,0,1
4692,2004,1,0,0,1
4693,2004,0,0,1,1
4694,2004,0,1,0,1
4695,2004,0,1,0,1
4696,2004,0,1,0,1
4697,2004,1,0,0,1
4698,2004,0,1,0,1
4699,2004,0,1,0,1
4700,2004,0,1,0,1
4701,2004,0,0,1,1
4702,2004,0,1,0,1
4703,2004,0,0,1,1
4704,2004,1,0,0,1
4705,2004,1,0,0,1
4706,2004,0,1,0,1
4707,2004,0,0,1,1
4708,2004,1,0,0,1
4709,2004,0,0,1,1
4710,2004,1,0,0,1
4711,2004,0,1,0,1
4712,2004,0,0,1,1
4713,2004,1,0,0,1
4714,2004,0,0,1,1
4715,2004,1,0,0,1
4716,2004,0,0,1,1
4717,2004,1,0,0,1
4718,2004,1,0,0,1
4719,2004,0,0,1,1
4720,2004,1,0,0,1
4721,2004,0,1,0,1
4722,2004,0,1,0,1
4723,2004,1,0,0,1
4724,2004,0,1,0,1
4725,2004,1,0,0,1
4726,2004,1,0,0,1
4727,2004,1,0,0,1
4728,2004,0,0,1,1
4729,2004,1,0,0,1
4730,2004,1,0,0,1
4731,2004,1,0,0,1
4732,2004,1,0,0,1
4733,2004,0,1,0,1
4734,2004,0,0,1,1
4735,2004,1,0,0,1
4736,2004,0,0,1,1
4737,2004,0,1,0,1
4738,2004,1,0,0,1
4739,2004,0,1,0,1
4740,2004,1,0,0,1
4741,2004,0,0,1,1
4742,2004,0,1,0,1
4743,2004,0,0,1,1
4744,2004,1,0,0,1
4745,2004,1,0,0,1
4746,2004,0,0,1,1
4747,2004,0,0,1,1
4748,2004,0,0,1,1
4749,2004,0,1,0,1
4750,2004,0,1,0,1
4751,2004,1,0,0,1
4752,2004,0,0,1,1
4753,2004,0,1,0,1
4754,2004,0,1,0,1
4755,2004,0,1,0,1
4756,2004,0,0,1,1
4757,2004,0,1,0,1
4758,2004,0,1,0,1
4759,2004,0,1,0,1
4760,2004,0,1,0,1
4761,2004,0,1,0,1
4762,2004,0,1,0,1
4763,2004,0,1,0,1
4764,2004,0,0,1,1
4765,2004,1,0,0,1
4766,2004,0,0,1,1
4767,2004,1,0,0,1
4768,2004,0,0,1,1
4769,2004,0,0,1,1
4770,2004,0,0,1,1
4771,2004,1,0,0,1
4772,2000,0,1,0,1
4773,2000,1,0,0,1
4774,2000,1,0,0,1
4775,2000,0,1,0,1
4776,2000,0,1,0,1
4777,2000,0,1,0,1
4778,2000,0,0,1,1
4779,2000,0,0,1,1
4780,2000,0,0,1,1
4781,2000,1,0,0,1
4782,2000,1,0,0,1
4783,2000,0,0,1,1
4784,2000,0,0,1,1
4785,2000,1,0,0,1
4786,2000,0,0,1,1
4787,2000,1,0,0,1
4788,2000,0,0,1,1
4789,2000,0,0,1,1
4790,2000,0,0,1,1
4791,2000,0,0,1,1
4792,2000,1,0,0,1
4793,2000,0,0,1,1
4794,2000,0,0,1,1
4795,2000,1,0,0,1
4796,2000,0,1,0,1
4797,2000,0,1,0,1
4798,2000,0,1,0,1
4799,2000,0,1,0,1
4800,2000,0,0,1,1
4801,2000,1,0,0,1
4802,2000,0,1,0,1
4803,2000,1,0,0,1
4804,2000,1,0,0,1
4805,2000,0,1,0,1
4806,2000,0,0,1,1
4807,2000,1,0,0,1
4808,2000,0,1,0,1
4809,2000,0,1,0,1
4810,2000,0,1,0,1
4811,2000,1,0,0,1
4812,2000,1,0,0,1
4813,2000,1,0,0,1
4814,2000,0,1,0,1
4815,2000,0,1,0,1
4816,2000,0,1,0,1
4817,2000,0,1,0,1
4818,2000,0,1,0,1
4819,2000,0,1,0,1
4820,2000,0,1,0,1
4821,2000,0,1,0,1
4822,2000,0,0,1,1
4823,2000,1,0,0,1
4824,2000,1,0,0,1
4825,2000,0,1,0,1
4826,2000,0,1,0,1
4827,2000,0,1,0,1
4828,2000,1,0,0,1
4829,2000,0,0,1,1
4830,2000,1,0,0,1
4831,2000,0,1,0,1
4832,2000,1,0,0,1
4833,2000,1,0,0,1
4834,2000,1,0,0,1
4835,2000,0,1,0,1
4836,2000,0,1,0,1
4837,2000,0,1,0,1
4838,2000,0,0,1,1
4839,2000,1,0,0,1
4840,2000,0,0,1,1
4841,2000,0,0,1,1
4842,2000,0,1,0,1
4843,2000,0,0,1,1
4844,2000,0,0,1,1
4845,2000,1,0,0,1
4846,2000,0,1,0,1
4847,2000,0,0,1,1
4848,2000,0,0,1,1
4849,2000,0,0,1,1
4850,2000,1,0,0,1
4851,2000,0,0,1,1
4852,2000,0,0,1,1
4853,2000,0,0,1,1
4854,2000,1,0,0,1
4855,2000,0,0,1,1
4856,2000,1,0,0,1
4857,2000,1,0,0,1
4858,2000,1,0,0,1
4859,2000,1,0,0,1
4860,2000,0,0,1,1
4861,2000,0,0,1,1
4862,2000,1,0,0,1
4863,2000,0,1,0,1
4864,2000,0,0,1,1
4865,2000,1,0,0,1
4866,2000,0,1,0,1
4867,2000,0,0,1,1
4868,2012,1,0,0,1
4869,2012,1,0,0,1
4870,2012,0,0,1,1
4871,2012,0,0,1,1
4872,2012,0,0,1,1
4873,2012,0,0,1,1
4874,2012,1,0,0,1
4875,2012,0,0,1,1
4876,2012,0,1,0,1
4877,2012,0,1,0,1
4878,2012,0,0,1,1
4879,2012,1,0,0,1
4880,2012,0,1,0,1
4881,2012,0,0,1,1
4882,2012,0,0,1,1
4883,2012,1,0,0,1
4884,2012,0,1,0,1
4885,2012,0,1,0,1
4886,2012,0,0,1,1
4887,2012,0,0,1,1
4888,2012,0,0,1,1
4889,2012,0,0,1,1
4890,2012,1,0,0,1
4891,2012,0,1,0,1
4892,2012,0,0,1,1
4893,2012,0,1,0,1
4894,2012,0,1,0,1
4895,2012,0,0,1,1
4896,2012,0,0,1,1
4897,2012,0,0,1,1
4898,2012,1,0,0,1
4899,2012,1,0,0,1
4900,2012,1,0,0,1
4901,2012,1,0,0,1
4902,2012,0,0,1,1
4903,2012,1,0,0,1
4904,2012,1,0,0,1
4905,2012,0,1,0,1
4906,2012,1,0,0,1
4907,2012,1,0,0,1
4908,2012,1,0,0,1
4909,2012,0,0,1,1
4910,2012,0,1,0,1
4911,2012,0,1,0,1
4912,2012,1,0,0,1
4913,2012,1,0,0,1
4914,2012,0,1,0,1
4915,2012,0,1,0,1
4916,2012,1,0,0,1
4917,2012,1,0,0,1
4918,2012,0,1,0,1
4919,2012,0,1,0,1
4920,2012,0,0,1,1
4921,2012,1,0,0,1
4922,2012,0,0,1,1
4923,2012,0,1,0,1
4924,2012,0,1,0,1
4925,2012,0,0,1,1
4926,2012,0,0,1,1
4927,2012,1,0,0,1
4928,2012,1,0,0,1
4929,2012,0,0,1,1
4930,2012,0,0,1,1
4931,2012,0,1,0,1
4932,2012,0,1,0,1
4933,2012,1,0,0,1
4934,2012,0,0,1,1
4935,2012,0,1,0,1
4936,2012,0,0,1,1
4937,2012,1,0,0,1
4938,2012,1,0,0,1
4939,2012,0,1,0,1
4940,2012,0,0,1,1
4941,2012,0,1,0,1
4942,2012,0,1,0,1
4943,2012,0,1,0,1
4944,2012,1,0,0,1
4945,2012,0,1,0,1
4946,2012,0,1,0,1
4947,2012,1,0,0,1
4948,2012,1,0,0,1
4949,2012,0,0,1,1
4950,2012,1,0,0,1
4951,2012,0,0,1,1
4952,2012,0,1,0,1
4953,2012,0,0,1,1
4954,2012,0,1,0,1
4955,2008,1,0,0,1
4956,2008,1,0,0,1
4957,2008,1,0,0,1
4958,2008,0,0,1,1
4959,2008,0,1,0,1
4960,2008,0,1,0,1
4961,2008,0,1,0,1
4962,2008,0,0,1,1
4963,2008,0,0,1,1
4964,2008,0,0,1,1
4965,2008,0,1,0,1
4966,2008,1,0,0,1
4967,2008,1,0,0,1
4968,2008,0,0,1,1
4969,2008,0,0,1,1
4970,2008,1,0,0,1
4971,2008,0,1,0,1
4972,2008,0,0,1,1
4973,2008,0,0,1,1
4974,2008,1,0,0,1
4975,2008,1,0,0,1
4976,2008,0,0,1,1
4977,2008,0,0,1,1
4978,2008,0,1,0,1
4979,2008,1,0,0,1
4980,2008,1,0,0,1
4981,2008,1,0,0,1
4982,2008,1,0,0,1
4983,2008,1,0,0,1
4984,2008,0,1,0,1
4985,2008,0,1,0,1
4986,2008,0,1,0,1
4987,2008,0,1,0,1
4988,2008,0,1,0,1
4989,2008,1,0,0,1
4990,2008,1,0,0,1
4991,2008,0,0,1,1
4992,2008,0,0,1,1
4993,2008,0,0,1,1
4994,2008,0,1,0,1
4995,2008,0,1,0,1
4996,2008,1,0,0,1
4997,2008,1,0,0,1
4998,2008,1,0,0,1
4999,2008,0,1,0,1
5000,2008,1,0,0,1
5001,2008,0,0,1,1
5002,2008,0,0,1,1
5003,2008,0,0,1,1
5004,2008,1,0,0,1
5005,2008,0,0,1,1
5006,2008,0,0,1,1
5007,2008,1,0,0,1
5008,2008,0,0,1,1
5009,2008,0,1,0,1
5010,2008,0,0,1,1
5011,2008,1,0,0,1
5012,2008,1,0,0,1
5013,2008,1,0,0,1
5014,2008,0,0,1,1
5015,2008,0,0,1,1
5016,2008,1,0,0,1
5017,2008,0,0,1,1
5018,2008,1,0,0,1
5019,2008,0,1,0,1
5020,2008,0,1,0,1
5021,2008,0,1,0,1
5022,2008,0,1,0,1
5023,2008,0,0,1,1
5024,2008,1,0,0,1
5025,2008,0,0,1,1
5026,2008,0,1,0,1
5027,2008,0,0,1,1
5028,2008,0,1,0,1
5029,2008,0,1,0,1
5030,2008,0,1,0,1
5031,2008,0,1,0,1
5032,2008,1,0,0,1
5033,2008,0,0,1,1
5034,2008,0,1,0,1
5035,2008,0,1,0,1
5036,2008,1,0,0,1
5037,2008,0,0,1,1
5038,2008,0,1,0,1
5039,2008,0,1,0,1
5040,2004,1,0,0,1
5041,2004,1,0,0,1
5042,2004,0,1,0,1
5043,2004,0,0,1,1
5044,2004,0,0,1,1
5045,2004,1,0,0,1
5046,2004,0,0,1,1
5047,2004,0,0,1,1
5048,2004,0,1,0,1
5049,2004,1,0,0,1
5050,2004,1,0,0,1
5051,2004,0,1,0,1
5052,2004,1,0,0,1
5053,2004,0,1,0,1
5054,2004,1,0,0,1
5055,2004,1,0,0,1
5056,2004,0,0,1,1
5057,2004,0,0,1,1
5058,2004,0,1,0,1
