,name,age,country
719,Alan Khugayev,23.0,Russia
720,Kim HyeonWu,23.0,South Korea
721,Besik Kudukhov,25.0,Russia
722,Sushil Kumar,29.0,India
723,Zaur Kuramagomedov,24.0,Russia
724,Ehsan Naser Lashgari,26.0,Iran
725,Revaz Lashkhi,24.0,Georgia
726,Jimmy Lidberg,30.0,Sweden
727,Liván López,30.0,Cuba
728,Mijaín López,29.0,Cuba
729,Tamás Lorincz,25.0,Hungary
730,Bilyal Makhov,24.0,Russia
731,Gyuzel Manyurova,34.0,Kazakhstan
732,Dato Marsagishvili,21.0,Georgia
733,Ryutaro Matsumoto,26.0,Japan
734,Péter Módos,24.0,Hungary
735,Davit Modzmanashvili,25.0,Georgia
736,Heiki Nabi,27.0,Estonia
737,Omid Noroozi,26.0,Iran
738,Hitomi Obara,31.0,Japan
739,Dzhamal Otarsultanov,25.0,Russia
740,Xetaq Qazyumov,29.0,Azerbaijan
741,Yuliya Ratkeviç,27.0,Azerbaijan
742,Jackeline Rentería,26.0,Colombia
743,Ghasem Rezaei,26.0,Iran
744,Coleman Scott,26.0,United States
745,Mingiyan Semyonov,22.0,Russia
746,Soronzonboldyn Battsetseg,22.0,Mongolia
747,Hamid Soryan,26.0,Iran
748,Mariya Stadnik,24.0,Azerbaijan
749,Srif Srifov,23.0,Azerbaijan
750,Akzhurek Tanatarov,25.0,Kazakhstan
751,Artur Taymazov,33.0,Uzbekistan
752,Soslan Tigiyev,28.0,Uzbekistan
753,Rustam Totrov,28.0,Russia
754,Denis Tsargush,24.0,Russia
755,Manuchar Tskhadaia,27.0,Georgia
756,Maider Unda,35.0,Spain
757,Jake Varner,26.0,United States
758,Tonya Verbeek,34.0,Canada
759,Roman Vlasov,21.0,Russia
760,Lyubov Volosova,29.0,Russia
761,Nataliya Vorobyova,21.0,Russia
762,Yang KyongIl,23.0,North Korea
763,Tatsuhiro Yonemitsu,26.0,Japan
764,Saori Yoshida,29.0,Japan
765,Shinichi Yumoto,27.0,Japan
766,Stanka Zlateva,29.0,Bulgaria
767,Emin hmdov,25.0,Azerbaijan
768,Togrul sgrov,19.0,Azerbaijan
769,Yusuf Abdusalomov,30.0,Tajikistan
770,Bakhtiyar Akhmedov,21.0,Russia
771,IslamBeka Albiyev,19.0,Russia
772,Roman Amoyan,24.0,Armenia
773,Nazmi Avluca,31.0,Turkey
774,Khasan Baroyev,25.0,Russia
775,Mavlet Batyrov,24.0,Russia
776,Rövsn Bayramov,21.0,Azerbaijan
777,Kanat Begaliyev,24.0,Kyrgyzstan
778,Henry Cejudo,21.0,United States
779,Chang Yongxiang,24.0,China
780,Taras Danko,28.0,Ukraine
781,Mirko Englich,29.0,Germany
782,Vasyl Fedoryshyn,27.0,Ukraine
783,Zoltán Fodor,23.0,Hungary
784,Murad Gaydarov,28.0,Belarus
785,Giorgi Gogshelidze,28.0,Georgia
786,Christophe Guénot,29.0,France
787,Steeve Guénot,22.0,France
788,Kyoko Hamaguchi,30.0,Japan
789,Carol Huynh,27.0,Canada
790,Chiharu Icho,26.0,Japan
791,Kaori Icho,24.0,Japan
792,Manuchar Kvirkelia,29.0,Georgia
793,Alyona Kartashova,26.0,Russia
794,Georgy Ketoyev,22.0,Russia
795,Aslanbek Khushtov,28.0,Russia
796,Besik Kudukhov,22.0,Russia
797,Sushil Kumar,25.0,India
798,Mijaín López,25.0,Cuba
799,Aset Mambetov,26.0,Kazakhstan
800,Nazyr Mankiyev,23.0,Russia
801,Tomohiro Matsunaga,28.0,Japan
802,Iryna MerleniMykulchyn,26.0,Ukraine
803,Randi Miller,24.0,United States
804,Revaz Mindorashvili,32.0,Georgia
805,Andrea Minguzzi,26.0,Italy
806,Mindaugas Mizgaitis,28.0,Lithuania
807,Seyed Mohammadi,28.0,Iran
808,Sharvani Muradov,23.0,Russia
809,David Musulbes,36.0,Slovakia
810,Marid Mutalimov,28.0,Kazakhstan
811,Park EunChul,27.0,South Korea
812,Yury Patrikeyev,28.0,Armenia
813,Xetaq Qazyumov,25.0,Azerbaijan
814,Jackeline Rentería,22.0,Colombia
815,Vitaliy Rhimov,23.0,Azerbaijan
816,Ramazan Sahin,25.0,Turkey
817,Buvaisa Saytiyev,33.0,Russia
818,Mikhail Semyonov,24.0,Belarus
819,Yelena Shalygina,21.0,Kazakhstan
820,Andriy Stadnik,26.0,Ukraine
821,Mariya Stadnik,20.0,Azerbaijan
822,Artur Taymazov,29.0,Uzbekistan
823,Nurbakyt Tengizbayev,25.0,Kazakhstan
824,Kiril Terziev,24.0,Bulgaria
825,Soslan Tigiyev,24.0,Uzbekistan
826,Taymuraz Tigiyev,26.0,Kazakhstan
827,Otar Tushishvili,30.0,Georgia
828,Ruslan Tyumenbayev,22.0,Kyrgyzstan
829,Armen Vardanian,25.0,Ukraine
830,Radoslav Velikov,24.0,Bulgaria
831,Tonya Verbeek,31.0,Canada
832,Wang Jiao,20.0,China
833,Adam Wheeler,27.0,United States
834,Agnieszka Wieszczek,25.0,Poland
835,Xu Li,18.0,China
836,Yavor Yanakiev,23.0,Bulgaria
837,Saori Yoshida,25.0,Japan
838,Kenichi Yumoto,23.0,Japan
839,Stanka Zlateva,25.0,Bulgaria
840,Stephen Abas,26.0,United States
841,Ara Abrahamian,29.0,Sweden
842,Khasan Baroyev,21.0,Russia
843,Mavlet Batyrov,20.0,Russia
844,Aleksandr Dokturishivili,24.0,Uzbekistan
845,Seref Eroglu,28.0,Turkey
846,Iván Fundora,28.0,Cuba
847,Karam Gaber,24.0,Egypt
848,Rulon Gardner,33.0,United States
849,Khadzhimurat Gatsalov,21.0,Russia
850,Lise GolliotLegrand,27.0,France
851,Anna Gomis,30.0,France
852,Kyoko Hamaguchi,26.0,Japan
853,Ali Reza Heidari,28.0,Iran
854,Magamed Ibragimov,21.0,Uzbekistan
855,Chiharu Icho,22.0,Japan
856,Kaori Icho,20.0,Japan
857,Kenji Inoue,27.0,Japan
858,Jeong JiHyeon,21.0,South Korea
859,Jamill Kelly,26.0,United States
860,Atryom Kyuregyan,27.0,Greece
861,Gennady Laliyev,25.0,Kazakhstan
862,István Majoros,30.0,Hungary
863,Vyacheslav Makarenko,28.0,Belarus
864,Gaydar Mamedaliyev,30.0,Russia
865,Mkhitar Manukyan,31.0,Kazakhstan
866,Gyuzel Manyurova,26.0,Russia
867,Sara McMann,23.0,United States
868,Iryna MerleniMykulchyn,22.0,Ukraine
869,Patricia Miranda,25.0,United States
870,Aleksey Mishin,25.0,Russia
871,Roberto Monzón,26.0,Cuba
872,Masoud Moustafa Gokar,26.0,Iran
873,Mun UiJe,29.0,South Korea
874,Makhach Murtazaliyev,20.0,Russia
875,Frid Mnsurov,22.0,Azerbaijan
876,Armen Nazaryan,30.0,Bulgaria
877,Ramaz Nozadze,20.0,Georgia
878,Mehmet Özal,30.0,Turkey
879,Aydin Polatçi,27.0,Turkey
880,Yandro Quintana,24.0,Cuba
881,Ali Reza Rezaei,28.0,Iran
882,Varteres Samurgashev,24.0,Russia
883,Cael Sanderson,25.0,United States
884,Buvaisa Saytiyev,29.0,Russia
885,Sazhid Sazhidov,24.0,Russia
886,Chikara Tanabe,29.0,Japan
887,Artur Taymazov,25.0,Uzbekistan
888,Elbrus Tedieiev,29.0,Ukraine
889,Georgy Tsurtsumia,23.0,Kazakhstan
890,Tonya Verbeek,27.0,Canada
891,Wang Xu,18.0,China
892,Marko YliHannuksela,30.0,Finland
893,Saori Yoshida,21.0,Japan
894,Namiq Abdullayev,29.0,Azerbaijan
895,Filiberto Azcuy,27.0,Cuba
896,Sándor István Bárdosi,23.0,Hungary
897,Serafim Barzakov,25.0,Bulgaria
898,Islam Bayramukov,29.0,Kazakhstan
899,Adem Bereket,27.0,Turkey
900,Terry Brands,32.0,United States
901,Yevhen Buslovych,28.0,Ukraine
902,Akaki Chachua,31.0,Georgia
903,Ali Reza Dabir,23.0,Iran
904,Dmitry Debelka,24.0,Belarus
905,Rulon Gardner,29.0,United States
906,Arsen Gitinov,23.0,Russia
907,Aleksey Glushkov,25.0,Russia
908,Sammie Henson,29.0,United States
909,Mogamed Ibragimov,26.0,Macedonia
910,Daniel Igali,26.0,Canada
911,Jang JaeSeong,25.0,South Korea
912,Eldar Kurtanidze,28.0,Georgia
913,Kang YongGyun,26.0,North Korea
914,Amiran Kardanov,24.0,Greece
915,Murat Kardanov,29.0,Russia
916,Aleksandr Karelin,33.0,Russia
917,Kim InSeop,27.0,South Korea
918,Matt Lindland,30.0,United States
919,Mikael Ljungberg,30.0,Sweden
920,Garrett Lowney,20.0,United States
921,Juan Luis Marén,29.0,Cuba
922,Lincoln McIlravy,26.0,United States
923,Mun UiJe,25.0,South Korea
924,Sagid Murtazaliyev,26.0,Russia
925,David Musulbes,28.0,Russia
926,Katsuhiko Nagata,26.0,Japan
927,Armen Nazaryan,26.0,Bulgaria
928,Lázaro Rivas,25.0,Cuba
929,Alexis Rodríguez,22.0,Cuba
930,Yoel Romero,23.0,Cuba
931,David Saldadze,22.0,Ukraine
932,Varteres Samurgashev,21.0,Russia
933,Adam Saytiyev,22.0,Russia
934,Sheng Zetian,27.0,China
935,Sim GwonHo,27.0,South Korea
936,Brandon Slay,24.0,United States
937,Artur Taymazov,21.0,Uzbekistan
938,Murad Umakhanov,23.0,Russia
939,Mukhran Vakhtangadze,27.0,Georgia
940,Hamza Yerlikaya,24.0,Turkey
941,Marko YliHannuksela,26.0,Finland
942,Ruslan Albegov,24.0,Russia
943,Sajjad Anoushiravani,28.0,Iran
944,Apti Aukhadov,19.0,Russia
945,Bartlomiej Bonk,27.0,Poland
946,Iván Cambar,28.0,Cuba
947,Zulfiya Chinshanlo,19.0,Kazakhstan
948,Anatolii Cîrîcu,23.0,Moldova
949,Roxana Cocos,23.0,Romania
950,Oscar Figueroa,29.0,Colombia
951,Christine Girard,27.0,Canada
952,Hsu ShuChing,21.0,Chinese Taipei
953,Ilya Ilyin,24.0,Kazakhstan
954,Cristina Iovu,19.0,Moldova
955,Eko Irawan,23.0,Indonesia
956,Aleksandr Ivanov,23.0,Russia
957,Yuliya Kalina,23.0,Ukraine
958,Tatyana Kashirina,21.0,Russia
959,Hripsime Khurshudyan,25.0,Armenia
960,Kim UnGuk,23.0,North Korea
961,Irina Kulesha,26.0,Belarus
962,Li Xueying,22.0,China
963,Lin Qingfeng,23.0,China
964,Lu Haojie,21.0,China
965,Lu Xiaojun,28.0,China
966,Maiya Maneza,26.0,Kazakhstan
967,Razvan Martin,20.0,Romania
968,Hiromi Miyake,26.0,Japan
969,Navab Nasirshelal,23.0,Iran
970,Om YunChol,20.0,North Korea
971,Svetlana Podobedova,26.0,Kazakhstan
972,Rim JongSim,19.0,North Korea
973,Kianoush Rostami,21.0,Iran
974,Ryang ChunHwa,21.0,North Korea
975,Behdad Salimi,22.0,Iran
976,Marina Shkermankova,22.0,Belarus
977,Pimsiri Sirikaew,22.0,Thailand
978,Oleksiy Torokhtiy,26.0,Ukraine
979,Triyatno,24.0,Indonesia
980,Svetlana Tsarukayeva,24.0,Russia
981,Wang Mingjuan,26.0,China
982,Wu Jingbiao,23.0,China
983,Valentin Xristov,18.0,Azerbaijan
984,Nataliya Zabolotnaya,26.0,Russia
985,Zhou Lulu,24.0,China
986,Adrian Zielinski,23.0,Poland
987,Khadzhimurat Akkayev,23.0,Russia
988,Andrey Aryamnov,20.0,Belarus
989,Cao Lei,24.0,China
990,Chen WeiLing,26.0,Chinese Taipei
991,Chen Xiexia,25.0,China
992,Chen Yanqing,29.0,China
993,Yevgeny Chigishev,29.0,Russia
994,Vencelas Dabaya,27.0,France
995,Gevorg Davtyan,25.0,Armenia
996,Nataliya Davydova,23.0,Ukraine
997,Mariya Grabovetskaya,21.0,Kazakhstan
998,Hoàng Anh Tun,23.0,Vietnam
999,Ilya Ilyin,20.0,Kazakhstan
1000,Eko Irawan,19.0,Indonesia
1001,Jang MiRan,24.0,South Korea
1002,Prapawadee Jaroenrattanatarakoon,24.0,Thailand
1003,Dmitry Klokov,25.0,Russia
1004,Olha Korobka,22.0,Ukraine
1005,Szymon Kolecki,26.0,Poland
1006,Dmitry Lapikov,26.0,Russia
1007,Li Hongli,27.0,China
1008,Liao Hui,20.0,China
1009,Liu Chunhong,25.0,China
1010,Long Qingquan,17.0,China
1011,Lu YingChi,23.0,Chinese Taipei
1012,Lu Yong,22.0,China
1013,Tigran G Martirosyan,20.0,Armenia
1014,Tigran V Martirosyan,25.0,Armenia
1015,Irina Nekrasova,20.0,Kazakhstan
1016,Anastasiya Novikova,26.0,Belarus
1017,O JongAe,24.0,North Korea
1018,Sibel Özkan,20.0,Turkey
1019,Pak HyonSuk,23.0,North Korea
1020,Andrey Rybakov,26.0,Belarus
1021,Sa JaeHyeok,23.0,South Korea
1022,Diego Fernando Salazar,27.0,Colombia
1023,Viktors Šcerbatihs,33.0,Latvia
1024,Marina Shainova,22.0,Russia
1025,Oksana Slivenko,21.0,Russia
1026,Matthias Steiner,25.0,Germany
1027,Triyatno,20.0,Indonesia
1028,Alla Vazhenina,25.0,Kazakhstan
1029,Nadezhda Yevstyukhina,20.0,Russia
1030,Yoon JinHee,22.0,South Korea
1031,Zhang Xiangxiang,25.0,China
1032,Khadzhimurat Akkayev,19.0,Russia
1033,Sedat Artuç,28.0,Turkey
1034,Giorgi Asanidze,28.0,Georgia
1035,Anna Batyushko,22.0,Belarus
1036,Dmitry Berestov,24.0,Russia
1037,Chen Yanqing,25.0,China
1038,Veliçko Çolakov,22.0,Bulgaria
1039,Pyrros Dimas,32.0,Greece
1040,Milen Dobrev,24.0,Bulgaria
1041,Sergey Filimonov,29.0,Kazakhstan
1042,Jang MiRan,20.0,South Korea
1043,Wandee Kameaim,26.0,Thailand
1044,Zarema Kasayeva,17.0,Russia
1045,Eszter Krutzler,23.0,Hungary
1046,Le Maosheng,26.0,China
1047,Lee BaeYeong,24.0,South Korea
1048,Li Zhuo,22.0,China
1049,Liu Chunhong,21.0,China
1050,Mabel Mosquera,35.0,Colombia
1051,Halil Mutlu,31.0,Turkey
1052,Oleg Perepechonov,28.0,Russia
1053,Nikolay Peshalov,34.0,Croatia
1054,Gleb Pisarevsky,28.0,Russia
1055,Udomporn Polsak,22.0,Thailand
1056,Valentina Popova,31.0,Russia
1057,Ihor Razoronov,34.0,Ukraine
1058,Hossein Reza Zadeh,26.0,Iran
1059,Ri SongHui,25.0,North Korea
1060,Israel José Rubio,23.0,Venezuela
1061,Raema Lisa Rumbewas,23.0,Indonesia
1062,Andrey Rybakov,22.0,Belarus
1063,Taner Sagir,19.0,Turkey
1064,Viktors Šcerbatihs,29.0,Latvia
1065,Shi Zhiyong,24.0,China
1066,Nataliya Skakun,23.0,Ukraine
1067,Tatyana Stukalova,28.0,Belarus
1068,Tang Gonghong,25.0,China
1069,Nurcan Taylan,20.0,Turkey
1070,Pawina Thongsuk,25.0,Thailand
1071,Eduard Tyukin,26.0,Russia
1072,Aree Wiratthaworn,24.0,Thailand
1073,Agata Wróbel,22.0,Poland
1074,Wu Meijin,24.0,China
1075,Nataliya Zabolotnaya,19.0,Russia
1076,Zhang Guozheng,29.0,China
1077,Giorgi Asanidze,25.0,Georgia
1078,Galabin Boevski,25.0,Bulgaria
1079,Andrey Chemerkin,28.0,Russia
1080,Chen Xiaomin,23.0,China
1081,Pyrros Dimas,28.0,Greece
1082,Ding Meiyuan,20.0,China
1083,Cheryl Haworth,17.0,United States
1084,Marc Huster,30.0,Germany
1085,Sri Indriyani,21.0,Indonesia
1086,Soraya Jiménez,23.0,Mexico
1087,Akakios Kakiasvili,31.0,Greece
1088,Ioanna Khatziioannou,26.0,Greece
1089,Szymon Kolecki,18.0,Poland
1090,Kuo YiHang,25.0,Chinese Taipei
1091,Sergey Lavrenov,28.0,Belarus
1092,Li FengYing,25.0,Chinese Taipei
1093,Lin Weining,21.0,China
1094,Karnam Malleswari,25.0,India
1095,Georgi Markov,22.0,Bulgaria
1096,Erzsébet MárkusPeresztegi,31.0,Hungary
1097,Arsen Melikyan,24.0,Armenia
1098,Viktor Mitrou,27.0,Greece
1099,Halil Mutlu,27.0,Turkey
1100,Tara NottCunningham,28.0,United States
1101,Ruth Ogbeifo,28.0,Nigeria
1102,Gennady Oleshchuk,24.0,Belarus
1103,Nikolay Peshalov,30.0,Croatia
1104,Aleksey Petrov,26.0,Russia
1105,Valentina Popova,27.0,Russia
1106,Hossein Reza Zadeh,22.0,Iran
1107,Ri SongHui,21.0,North Korea
1108,Raema Lisa Rumbewas,19.0,Indonesia
1109,Leonidas Sabanis,28.0,Greece
1110,Asaad Said Saif,21.0,Qatar
1111,Winarni Binti Slamet,24.0,Indonesia
1112,Khassaraporn Suta,28.0,Thailand
1113,Hossein Tavakoli,22.0,Iran
1114,Alan Tsagaev,23.0,Bulgaria
1115,María Isabel Urrutia,35.0,Colombia
1116,Ronny Weller,31.0,Germany
1117,Agata Wróbel,19.0,Poland
1118,Wu Wenxiong,19.0,China
1119,Yang Xia,22.0,China
1120,Zhan Xugang,26.0,China
1121,Zhang Xiangxiang,17.0,China
1122,Matteo Aicardi,26.0,Italy
1123,Milan Aleksic,26.0,Serbia
1124,Betsey Armstrong,29.0,United States
1125,Marta Bach,19.0,Spain
1126,Samir Barac,38.0,Croatia
1127,Gemma Beadsworth,25.0,Australia
1128,Andrea Blas,20.0,Spain
1129,Miho Boškovic,29.0,Croatia
1130,Victoria Brown,27.0,Australia
1131,Ivan Buljubašic,24.0,Croatia
1132,Damir Buric,31.0,Croatia
1133,Andro Bušlje,26.0,Croatia
1134,Kami Craig,25.0,United States
1135,Nikša Dobud,26.0,Croatia
1136,Annika Dries,20.0,United States
1137,Anna Espar,19.0,Spain
1138,Laura Ester,22.0,Spain
1139,Maurizio Felugo,31.0,Italy
1140,Pietro Figlioli,28.0,Italy
1141,Filip Filipovic,25.0,Serbia
1142,Deni Fiorentini,28.0,Italy
1143,Valentino Gallo,27.0,Italy
1144,Maica García,21.0,Spain
1145,Massimo Giacoppo,29.0,Italy
1146,Alex Giorgetti,24.0,Italy
1147,Niccolò Gitto,25.0,Italy
1148,Živko Gocic,29.0,Serbia
1149,Kate Gynther,30.0,Australia
1150,Igor Hinic,36.0,Croatia
1151,Maro Jokovic,24.0,Croatia
1152,Bronwen Knox,26.0,Australia
1153,Holly LincolnSmith,24.0,Australia
1154,Laura López,24.0,Spain
1155,Dušan Mandic,18.0,Serbia
1156,Courtney Mathewson,25.0,United States
1157,Alicia McCormack,29.0,Australia
1158,Ona Meseguer,24.0,Spain
1159,Lorena Miranda,21.0,Spain
1160,Stefan Mitrovic,24.0,Serbia
1161,Jane Moran,27.0,Australia
1162,Petar Muslim,24.0,Croatia
1163,Slobodan Nikic,29.0,Serbia
1164,Paulo Obradovic,26.0,Croatia
1165,Mati Ortíz,21.0,Spain
1166,Jenny Pareja,28.0,Spain
1167,Giacomo Pastorino,32.0,Italy
1168,Josip Pavic,30.0,Croatia
1169,Pilar Peña,26.0,Spain
1170,Amaurys Perez,36.0,Italy
1171,Heather Petri,34.0,United States
1172,Duško Pijetlovic,27.0,Serbia
1173,Gojko Pijetlovic,28.0,Serbia
1174,Danijel Premuš,31.0,Italy
1175,Christian Presciutti,29.0,Italy
1176,Andrija Prlainovic,25.0,Serbia
1177,Glencora Ralph,24.0,Australia
1178,Nikola Raden,27.0,Serbia
1179,Mel Rippon,31.0,Australia
1180,Kelly Rulon,28.0,United States
1181,Aleksa Šaponjic,20.0,Serbia
1182,Melissa Seidemann,22.0,United States
1183,Sophie Smith,26.0,Australia
1184,Slobodan Soro,33.0,Serbia
1185,Ash Southern,19.0,Australia
1186,Jessica Steffens,25.0,United States
1187,Maggie Steffens,19.0,United States
1188,Sandro Sukno,22.0,Croatia
1189,Roser Tarragó,19.0,Spain
1190,Stefano Tempesti,33.0,Italy
1191,Vanja Udovicic,29.0,Serbia
1192,Frano Vican,36.0,Croatia
1193,Brenda Villa,32.0,United States
1194,Rowie Webster,24.0,Australia
1195,Lauren Wenger,28.0,United States
1196,Elsie Windes,27.0,United States
1197,Nicola Zagame,22.0,Australia
1198,Betsey Armstrong,25.0,United States
1199,Tony Azevedo,26.0,United States
1200,Ryan Bailey,32.0,United States
1201,Gemma Beadsworth,21.0,Australia
1202,Layne Beaubien,32.0,United States
1203,Tibor Benedek,36.0,Hungary
1204,Péter Biros,32.0,Hungary
1205,Brandon Brooks,27.0,United States
1206,Mieke Cabout,22.0,Netherlands
1207,Patty Cardenas,23.0,United States
1208,Aleksandar Ciric,30.0,Serbia
1209,Kami Craig,21.0,United States
1210,Nikita Cuffe,28.0,Australia
1211,Daniëlle de Bruijn,30.0,Netherlands
1212,Filip Filipovic,21.0,Serbia
1213,Suzie Fraser,19.0,Australia
1214,István Gergely,31.0,Hungary
1215,Živko Gocic,25.0,Serbia
1216,Taniele Gofers,23.0,Australia
1217,Natalie Golda,26.0,United States
1218,Alison Gregorka,23.0,United States
1219,Rianne Guichelaar,24.0,Netherlands
1220,Kate Gynther,26.0,Australia
1221,Biurakn Hakhverdian,22.0,Netherlands
1222,Brittany Hayes,23.0,United States
1223,Amy Hetzel,25.0,Australia
1224,Jaime Hipp,26.0,United States
1225,Norbert Hosnyánszky,24.0,Hungary
1226,Peter Hudnut,28.0,United States
1227,Tim Hutten,23.0,United States
1228,Tamás Kásás,32.0,Hungary
1229,Gábor Kis,25.0,Hungary
1230,Gergo Kiss,30.0,Hungary
1231,Noeki Klein,25.0,Netherlands
1232,Bronwen Knox,22.0,Australia
1233,Emma Knox,30.0,Australia
1234,Simone Koot,27.0,Netherlands
1235,J W Krumpholz,20.0,United States
1236,Norbert Madaras,28.0,Hungary
1237,Alicia McCormack,25.0,Australia
1238,Rick Merlo,26.0,United States
1239,Tamás Molnár,33.0,Hungary
1240,Merrill Moses,30.0,United States
1241,Branko Pekovic,29.0,Serbia
1242,Heather Petri,30.0,United States
1243,Duško Pijetlovic,23.0,Serbia
1244,Jeff Powers,28.0,United States
1245,Andrija Prlainovic,21.0,Serbia
1246,Nikola Raden,23.0,Serbia
1247,Bec Rippon,29.0,Australia
1248,Mel Rippon,27.0,Australia
1249,Jenna Santoromito,21.0,Australia
1250,Mia Santoromito,23.0,Australia
1251,Aleksandar Šapic,30.0,Serbia
1252,Dejan Savic,33.0,Serbia
1253,Denis Šefik,31.0,Serbia
1254,Alette Sijbring,26.0,Netherlands
1255,Yasemin Smit,23.0,Netherlands
1256,Jesse Smith,25.0,United States
1257,Slobodan Soro,29.0,Serbia
1258,Jessica Steffens,21.0,United States
1259,Zoltán Szécsi,30.0,Hungary
1260,Vanja Udovicic,25.0,Serbia
1261,Iefke van Belkum,22.0,Netherlands
1262,Gillian van den Berg,36.0,Netherlands
1263,Marieke van den Ham,25.0,Netherlands
1264,Ilse van der Meijden,19.0,Netherlands
1265,Moriah Van Norman,24.0,United States
1266,Peter Varellas,23.0,United States
1267,Dániel Varga,24.0,Hungary
1268,Dénes Varga,21.0,Hungary
1269,Tamás Varga,33.0,Hungary
1270,Brenda Villa,28.0,United States
1271,Vlada Vujasinovic,34.0,Serbia
1272,Lauren Wenger,24.0,United States
1273,Elsie Windes,23.0,United States
1274,Adam Wright,31.0,United States
1275,Carmela Allucci,34.0,Italy
1276,Alexandra Araujo,32.0,Italy
1277,Dimitra Asilian,32.0,Greece
1278,Roman Balashov,27.0,Russia
1279,Robin Beauregard,25.0,United States
1280,Tibor Benedek,32.0,Hungary
1281,Péter Biros,28.0,Hungary
1282,Silvia Bosurgi,25.0,Italy
1283,Revaz Chomakhidze,30.0,Russia
1284,Aleksandar Ciric,26.0,Serbia and Montenegro
1285,Francesca Conti,32.0,Italy
1286,Tania Di Mario,25.0,Italy
1287,Margaret Dingeldein,24.0,United States
1288,Georgia Ellinaki,30.0,Greece
1289,Ellen Estes,25.0,United States
1290,Aleksandr Fedorov,23.0,Russia
1291,Rajmund Fodor,28.0,Hungary
1292,Jacqueline Frank,24.0,United States
1293,Sergey Garbuzov,30.0,Russia
1294,István Gergely,27.0,Hungary
1295,Elena Gigli,19.0,Italy
1296,Vladimir Gojkovic,23.0,Serbia and Montenegro
1297,Natalie Golda,22.0,United States
1298,Dmitry Gorshkov,37.0,Russia
1299,Melania Grego,31.0,Italy
1300,Danilo Ikodinovic,27.0,Serbia and Montenegro
1301,Viktor Jelenic,33.0,Serbia and Montenegro
1302,Predrag Jokic,21.0,Serbia and Montenegro
1303,Eftykhia Karagianni,30.0,Greece
1304,Angeliki Karapataki,29.0,Greece
1305,Tamás Kásás,28.0,Hungary
1306,Gergo Kiss,26.0,Hungary
1307,Nikolay Kozlov,32.0,Russia
1308,Voula Kozomboli,30.0,Greece
1309,Georgia Lara,24.0,Greece
1310,Kiki Liosi,24.0,Greece
1311,Ericka Lorenz,23.0,United States
1312,Norbert Madaras,24.0,Hungary
1313,Nikolay Maksimov,31.0,Russia
1314,Giusi Malato,33.0,Italy
1315,Antiopi Melidoni,26.0,Greece
1316,Martina Miceli,30.0,Italy
1317,Tamás Molnár,29.0,Hungary
1318,Heather Moody,30.0,United States
1319,Tonia Moraiti,27.0,Greece
1320,Evi Moraitidou,29.0,Greece
1321,Thalia Munro,22.0,United States
1322,Maddalena Musumeci,28.0,Italy
1323,Anthi Mylonaki,20.0,Greece
1324,Slobodan Nikic,21.0,Serbia and Montenegro
1325,Katerina Oikonomopoulou,26.0,Greece
1326,Heather Petri,26.0,United States
1327,Cinzia Ragusa,27.0,Italy
1328,Andrey Rekechinsky,23.0,Russia
1329,Antigoni Roumbesi,21.0,Greece
1330,Kelly Rulon,20.0,United States
1331,Aleksandar Šapic,26.0,Serbia and Montenegro
1332,Dejan Savic,29.0,Serbia and Montenegro
1333,Denis Šefik,27.0,Serbia and Montenegro
1334,Amber Stachowski,21.0,United States
1335,Ádám Steinmetz,24.0,Hungary
1336,Barnabás Steinmetz,28.0,Hungary
1337,Dmitry Stratan,29.0,Russia
1338,Zoltán Szécsi,26.0,Hungary
1339,Noémi Tóth,28.0,Italy
1340,Petar Trbojevic,30.0,Serbia and Montenegro
1341,Vanja Udovicic,21.0,Serbia and Montenegro
1342,Tamás Varga,29.0,Hungary
1343,Attila Vári,28.0,Hungary
